StudyInstanceUID,group,fold
1.2.826.0.1.3680043.8.498.73083786204651635096412213233334934941,400237855a358965e8d6ca43a6c69913,0
1.2.826.0.1.3680043.8.498.73101997284755549124715401557235981642,9de781321ca785b5de9cf8dcfae4b9ae,1
1.2.826.0.1.3680043.8.498.73170541731840260065335942048010387599,29ef6d3fc88d9da1bc59e12bacbeddd9,1
1.2.826.0.1.3680043.8.498.73194579460722181989151410198309642266,56ef1fdbbc93d6714b220d5966a22227,3
1.2.826.0.1.3680043.8.498.73198335328613992289471885012751338458,dd4b67a90e42acd5f3d596ac8985f070,1
1.2.826.0.1.3680043.8.498.73205916973275504240156555900460720571,73f4f3f51f2534844ba768f7f5512025,1
1.2.826.0.1.3680043.8.498.73215265387578908341609746559916587894,b71e9ad63141e079e82290176e5901ec,3
1.2.826.0.1.3680043.8.498.73231153161312542696053060380619432126,511e163197aaaae1fe9449cda937e81d,4
1.2.826.0.1.3680043.8.498.73241519025825862373621891294281253158,4bf4788ce98d830f394cec9694543c5d,0
1.2.826.0.1.3680043.8.498.73242978867957397254276973409271434573,4babbae5f033523a8f62d6ec76c8097e,2
1.2.826.0.1.3680043.8.498.73254365064404586162477089636000427751,3c69f03c03566c5bc95d86247ffb1d33,4
1.2.826.0.1.3680043.8.498.73257122462858353041066181004123253930,1aa5b736947c9f0928ad5922a14519cb,3
1.2.826.0.1.3680043.8.498.73275019425494043461771574462523171618,7a238405618c850e1ad55087e49cdd0b,2
1.2.826.0.1.3680043.8.498.73314900301724532218347713512381622074,08b0d7503f32174602dcfd822abe4691,1
1.2.826.0.1.3680043.8.498.73325959289998105909842627876607163467,3402bef69695a5c219ef0280e6dc4515,4
1.2.826.0.1.3680043.8.498.73356831368999268488355650751758108912,c51d9b84933365e03850daecf141e0b5,0
1.2.826.0.1.3680043.8.498.73394992092536626285935384324191560182,2dc1aae518831d445991e2b208cca427,2
1.2.826.0.1.3680043.8.498.73448420644251136304786298254801920284,3cd4279e8171df6d35e27cd5e34a6537,0
1.2.826.0.1.3680043.8.498.73477249559479870799427355988138990349,228a6a37620ac0bf76836f4cf52ada2a,3
1.2.826.0.1.3680043.8.498.73478948866451045346677275674140339803,fb8a84b53c5d875a1b7bc53d30d0bf9a,4
1.2.826.0.1.3680043.8.498.73480422982315825699847838826691577320,7b1db4b6dd515044e0ecdc127cf07990,1
1.2.826.0.1.3680043.8.498.73511703934549662392765328175356230615,527d133b7ca45c046a3ea86014eacaf8,1
1.2.826.0.1.3680043.8.498.73522298807198784022883320957252530465,6a7780675b0839ffc2d529d41cdbedfc,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,39b43b6e37c2b3793a9317b900a24d9f,0
1.2.826.0.1.3680043.8.498.73539750992809874106013052513162732951,da0f13c51379503aec51f75be473d3e2,4
1.2.826.0.1.3680043.8.498.73545582819102316606081606511277579853,2748832dc29c0c91e7aa809b3b6a442c,1
1.2.826.0.1.3680043.8.498.73567807253694728043552196136704821457,ca0fb6d8ae034ec5aecdf30d92910d0a,0
1.2.826.0.1.3680043.8.498.73602922823389605007702521335136347605,b814f06509a819f5007ccc9ec48299c6,1
1.2.826.0.1.3680043.8.498.73616237718955147476241731466078978343,eb831d397b1994aa02aebafe6a4f7ddc,0
1.2.826.0.1.3680043.8.498.73682608760611536443754406204042210115,d73013b6b1230134aea9544971c9a433,2
1.2.826.0.1.3680043.8.498.73716752081143767997507440278231972668,85cf487f746f43bb0885f45303ac5ebc,1
1.2.826.0.1.3680043.8.498.73748007182569068263280098473557128226,19f78fee1256d72e45e75ced8de91c35,4
1.2.826.0.1.3680043.8.498.73792361507751648386401969571717557389,89e2c7464a87d9f0ca8c8e20d3b32c8b,2
1.2.826.0.1.3680043.8.498.73825252186234755453650759159564715478,ddb9792c9be553057a694ed4de3593cd,0
1.2.826.0.1.3680043.8.498.73869775636181013203432845292462040922,4add4965a493c63daeabf87f30a3c1bd,1
1.2.826.0.1.3680043.8.498.73891117356545433634964184054304516063,82123723bbd323d1c450bf938538723d,3
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,4a7bc47ee4bd9f17f2288fd5b194c847,0
1.2.826.0.1.3680043.8.498.73983081622010008601849687650985260980,2f99886951fa63a886c1241757b6cc73,0
1.2.826.0.1.3680043.8.498.73988798714023285209290281409329527637,f2063dcfb8e6722f26e604d9ba8d7335,1
1.2.826.0.1.3680043.8.498.74052473719853343027548507306186291134,1ef3a86f9e6fc89fea39f8d19446c086,1
1.2.826.0.1.3680043.8.498.74078340346189210015785395961373387782,fdf0fd2cf2b141a616c4a9d49b1c42ab,2
1.2.826.0.1.3680043.8.498.74095402538454760179339842746572802563,51ecaf7076b4ecf654c0f8b952a3eed2,2
1.2.826.0.1.3680043.8.498.74127742661271965093205833471645893520,293a488de71ff81e8dacd6d6d02394ce,4
1.2.826.0.1.3680043.8.498.74140806279409854828032496578072554031,e3a2218588f3a58b482328a2007bc6bf,3
1.2.826.0.1.3680043.8.498.74160604730133050784449689952695940558,ccdff78284664a75c03766f4b73ef182,1
1.2.826.0.1.3680043.8.498.74177736542522869266952610634091628727,b8fe5e6fe64a67cd877b81f86077469a,0
1.2.826.0.1.3680043.8.498.74206939384612669977629625310277500302,5d7f97c7a0331ba0ab06b9aec5e86f0b,4
1.2.826.0.1.3680043.8.498.74214829456846525506232367308573550186,6e5cff1b04cc6fbc9cfbbb20c1e18545,0
1.2.826.0.1.3680043.8.498.74215611637606164186239511504256137871,fe2ad8d53c247a5ace2a16c637ffa17b,4
1.2.826.0.1.3680043.8.498.74222284584657051737421776919599206132,6de474c7c8209adebff01d19d1b3025e,2
1.2.826.0.1.3680043.8.498.74222294235046321147381553078000820604,8d83ea1110ad2a6ff13f7dbacde364c0,4
1.2.826.0.1.3680043.8.498.74243110959141459268838217468465880820,b2d08b54abadc4a9552ac0e608f2d9fe,1
1.2.826.0.1.3680043.8.498.74243564762473331581882860440560337725,3067cc16c9a4722611519c29e8402a6b,4
1.2.826.0.1.3680043.8.498.74247325306307303036016759070403973520,6bf7ce95ee9c84d8339743b471543472,3
1.2.826.0.1.3680043.8.498.74274855596893595390880617896069524465,b1c2d88d41ce6321a0c04d57fdd2252b,3
1.2.826.0.1.3680043.8.498.74282280145383357786409764912398881272,e5b325a8034b04ef3e30bcca76b8e99d,3
1.2.826.0.1.3680043.8.498.74332475620045145049628676751586693385,f16a101bccd55ed5adc175ab0e589f1d,3
1.2.826.0.1.3680043.8.498.74362364640190722036251935797260325860,bf368cb0bfb42cc7f2a5a88ebba6cbcc,1
1.2.826.0.1.3680043.8.498.74388661917632804671669952747214084502,6bc3092b2f3154ae81b673fb9499e380,3
1.2.826.0.1.3680043.8.498.74394784271003789564066563841806954326,59b06824f14f2e507d1da5797cc9d08a,3
1.2.826.0.1.3680043.8.498.74423888576992387013857540016155410962,e7deb9ad03a170b75500ea6627ad3545,3
1.2.826.0.1.3680043.8.498.74461421748415064477531528884191890661,8b12a0cadd2337eb35398044ac2461b7,0
1.2.826.0.1.3680043.8.498.74471396469132211069109289423495141062,442eb70da7ac4e6561014c75040a0e02,2
1.2.826.0.1.3680043.8.498.74471724874857406578316075456414902954,6fd56b7d0bc040042f22f552ce0dcf69,1
1.2.826.0.1.3680043.8.498.74622031396885197580453304563088863451,5dc310d0500e46b8f565befb81c5e3f8,0
1.2.826.0.1.3680043.8.498.74622912009754642425258484521795653023,30c51ff4d42a86d13086be3767e78eff,3
1.2.826.0.1.3680043.8.498.74688733778107958348746767768064374883,7060ae104d8ff9c8ab4800132b3cff98,0
1.2.826.0.1.3680043.8.498.74714018385278253151175853998945654373,4c754491bbfde38000b478b7c22ba3ec,1
1.2.826.0.1.3680043.8.498.74725806565437665548056410415178280121,8e1a5205b001b892a6586d21b1e6a3d5,4
1.2.826.0.1.3680043.8.498.74749071555443582954158991248361308204,162b827277783a6d481ec146d63688ab,2
1.2.826.0.1.3680043.8.498.74855168460956358728708865599401983005,05d586f43a466cabf5c7f2425397d723,1
1.2.826.0.1.3680043.8.498.74864145321761783409935288797327597738,74bee12c6834c3387135400cf14cd1ee,1
1.2.826.0.1.3680043.8.498.74872419726042767543822107291861307866,aa7a60087314fb66c9c4aaf6b5ed9c3b,0
1.2.826.0.1.3680043.8.498.74914646210033032631540802996162814268,ae6feb076c5e33796580d70028ffac9c,1
1.2.826.0.1.3680043.8.498.74939269621045823332837094516056211606,28503a704f3ddc4c858ed08a1b93e9ee,2
1.2.826.0.1.3680043.8.498.74940598515597814600837126537274199312,e2ad33e46e8fc802aef3ab0fa88f5b5a,4
1.2.826.0.1.3680043.8.498.74952769952682175467667812958859010329,008898d2c0bc270895b71ddeaeadeb5c,4
1.2.826.0.1.3680043.8.498.75067227246352035607675978826177487284,11d9944d020da84fe09e5f0a27992871,3
1.2.826.0.1.3680043.8.498.75126165133796914746114117844697263697,4694f031ca0de9cf3d6193b92f025f52,2
1.2.826.0.1.3680043.8.498.75168480371573015758963049782687952716,1d0dfce04f55a4751a1d45bc105ad9f7,1
1.2.826.0.1.3680043.8.498.75186274888329123179129240384960518861,ffb98a759237eb7517c833521d0c3801,2
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,e45398144d4d8959628f9f91a3f9e424,4
1.2.826.0.1.3680043.8.498.75268429892526831752484062674699274309,0a148352cf23337d4d387b97bd908a19,0
1.2.826.0.1.3680043.8.498.75276563505367629340309025030148269450,3e77285030bb002a5834d411075b20be,1
1.2.826.0.1.3680043.8.498.75282577107802752393765861202996650638,d699b35482a0282bb5af6a218e00403d,1
1.2.826.0.1.3680043.8.498.75378323910171368568360074903297446681,fb695ac32b8582b6e8f1646a5c6ce540,3
1.2.826.0.1.3680043.8.498.75384600248630012126841890313149674691,4c5459427d9ba6beb4d81258d5eaa4e8,2
1.2.826.0.1.3680043.8.498.75418637314688036152637525301534342254,d87c521962040a0e2880926a3f70612a,1
1.2.826.0.1.3680043.8.498.75419034794059601820999512200601915669,77be1a4ac70f45d958facdded25d0fab,1
1.2.826.0.1.3680043.8.498.75420186662442688955616630735303321846,8c731838de87de4d0a81be68ac4dc664,3
1.2.826.0.1.3680043.8.498.75427432788337288702609576920198810880,1634a6c39fd9755ec50bca112fa3ee1e,3
1.2.826.0.1.3680043.8.498.75518253718111135068488417046278011303,ff53a39da5fc5b6d281f69b804c4ab7d,0
1.2.826.0.1.3680043.8.498.75522002047190283617659083787085821064,2828c14f2d4cd26629bc3a217ed4bd87,3
1.2.826.0.1.3680043.8.498.75523541256169382504121567002441615798,5d0f50ebccf2febcd02fb4814cbc6094,4
1.2.826.0.1.3680043.8.498.75547515925579172661099437338637082554,2a89aabd48270f455ecd1bfa84f38794,0
1.2.826.0.1.3680043.8.498.75548650589349966221875964542604002971,dd6a491064bb88b83355cd3d832c4380,3
1.2.826.0.1.3680043.8.498.75577846246542841539613557336025271434,a1acb94fcd49159be3867a9431deb9c0,1
1.2.826.0.1.3680043.8.498.75605038901688937188489854019478082759,d38e6630c27e2fcb8e9c9289c64f7316,2
1.2.826.0.1.3680043.8.498.75627574440860942023321071382766359827,32b6e97f78ae2239cf04fd531cf25533,4
1.2.826.0.1.3680043.8.498.75639423607035582240174986752280730347,d0cff60da4e47e2405e5986a170dafbe,0
1.2.826.0.1.3680043.8.498.75670996863043899245632198549551296292,64afbd20bc21cd1647a8b92c8332f61e,4
1.2.826.0.1.3680043.8.498.75688484058613633923943882730405145535,33d8b25880083330ad0fd4c910c7a208,0
1.2.826.0.1.3680043.8.498.75739561647115166735277767560308263446,651e7697a6335ac4bbde2b6c8e91ddd6,0
1.2.826.0.1.3680043.8.498.75742195884147990442829552992649204078,5aa7db851461e3943cf01d12c4c8bd75,1
1.2.826.0.1.3680043.8.498.75746520601616488682662195284941583868,845b326172e90cf82ee1b30a2fd587a8,0
1.2.826.0.1.3680043.8.498.75751784078102748563815298069799859542,c2f3c723d2a40fafd8226875ef2f6ec8,0
1.2.826.0.1.3680043.8.498.75760698509105388883811155432691667447,dc9b078823c2e80a8240be55782cf55f,0
1.2.826.0.1.3680043.8.498.75773447415943537938555952303103557864,7fddce4cc70f5427ef97e422865696a8,3
1.2.826.0.1.3680043.8.498.75800418125597325281807386716279941068,b3740256e50225703ca1917aaeb75b38,2
1.2.826.0.1.3680043.8.498.75893915698353338311947268382839152877,9032bcd597a6e977e58d314316015e6d,1
1.2.826.0.1.3680043.8.498.75924957745868212343758911856809118662,41571c54a93a0904d3861485c5960fd2,0
1.2.826.0.1.3680043.8.498.75926011938952404257302292495731660728,af84fb7e604ae7c9e837a103ee95141d,1
1.2.826.0.1.3680043.8.498.75976388060969166980873144500539735332,3ca14bba1264ec876468fe10f7cb0df5,0
1.2.826.0.1.3680043.8.498.75980374267002793040832157122311396174,ec7513b35c60d3a7a7331f1c3cb7aefd,1
1.2.826.0.1.3680043.8.498.76012896432318288623173593280895772876,fb2727e4647ec3f985bcb3e702cdc7e3,4
1.2.826.0.1.3680043.8.498.76027799502777251766328820405966979386,14c3578b7a3e5099348ae6743ee9dde8,1
1.2.826.0.1.3680043.8.498.76065434429437758192282562351089010088,621ce183468295809525bd554464b403,0
1.2.826.0.1.3680043.8.498.76093766204928582819565636658977147523,83b128ba49d6158125570220748be739,0
1.2.826.0.1.3680043.8.498.76107330932071966465869847071480517541,cce73f431f3a7bebe651e390c174b0cc,1
1.2.826.0.1.3680043.8.498.76122127303562588545128053661609574837,a3d495206207c3fdcd249ade6aae08e7,1
1.2.826.0.1.3680043.8.498.76125027090596913549224250979076533606,7e115bc443d05f7c684cc74c5992c27a,0
1.2.826.0.1.3680043.8.498.76167153566894354739332364376483514559,545a3a834c39efbd23c79ad4c08e1fdf,3
1.2.826.0.1.3680043.8.498.76190704217737835083438638928129775625,18bfe57067027783e15d7cbe4e42cb83,3
1.2.826.0.1.3680043.8.498.76222770668660274805993655800271653712,3302b5c06dbe4d719d16ff95c7ed3103,2
1.2.826.0.1.3680043.8.498.76242245340157474968574926079920787199,25a3032ebcf8848fda7398f0e4251beb,1
1.2.826.0.1.3680043.8.498.76281930374588438789344170829280438697,2a89cb824f04fe10de80a968644abff6,2
1.2.826.0.1.3680043.8.498.76344826994380951498651448092980303697,b9de486b8009da999b93a2fa0b2fd579,0
1.2.826.0.1.3680043.8.498.76350662767360412185091180512006419379,d3648360dd16d2777a6e88b725671447,2
1.2.826.0.1.3680043.8.498.76514087677277144682713362609812138150,d7fc3a1f932a2c5577ff4458971d9fab,0
1.2.826.0.1.3680043.8.498.76514504104121634569792846980451896030,c9675f42a1fa7cd930c9521bf5520545,3
1.2.826.0.1.3680043.8.498.76525107909962775502207829870873494024,e6ed058ca1fb68398e4335868418ae8c,3
1.2.826.0.1.3680043.8.498.76538737802277241976971950690663079376,26e416806a1eb245b8eac1a8a9018cfd,3
1.2.826.0.1.3680043.8.498.76543241221133987658552440969465372120,90b3841d4e4dd095c50debfd87633f32,1
1.2.826.0.1.3680043.8.498.76545468257774231281618306952011717992,68cb67a259759cfdd5d4b7de661859fb,1
1.2.826.0.1.3680043.8.498.76620177268652814425535081607587091903,8a65a5e50edbed3e7790dcdf4669b0a7,0
1.2.826.0.1.3680043.8.498.76651080491383110752977286124044311636,3ce7f3ffcbb0af13f08c753a0898ecaa,1
1.2.826.0.1.3680043.8.498.76662146598924492573212477881527658730,fed0d95c75b0c4084cd5e98630375d87,0
1.2.826.0.1.3680043.8.498.76680092665218514711300086707222109323,0b8fcc76268e0423d11f2b6fb57a9be0,1
1.2.826.0.1.3680043.8.498.76742750470853901575934097885382242952,42f2d8d998c1f82fe45f9e694c26d130,2
1.2.826.0.1.3680043.8.498.76757251008849492985513280752011229119,d33c9c974c76e0896031b1f48ebea239,0
1.2.826.0.1.3680043.8.498.76772148369531098768751348676329945789,9e66edac0c2a0fb639974341dcb433fa,2
1.2.826.0.1.3680043.8.498.76841077743272729415666709641073096909,c7d7f07e91e9e8d79c18224c4c3f7c9b,1
1.2.826.0.1.3680043.8.498.76862911430418639277808760660745763387,aa34ca9fcf3fd6dc30e1381e2584a2b5,0
1.2.826.0.1.3680043.8.498.76903562636417038907113894538863784737,5ba1e5712a51d6f1c7bfcfb245e8614c,1
1.2.826.0.1.3680043.8.498.76909970028125318280995002129970165723,4dd774da6ae17be8cbb13aa75e34dcc6,2
1.2.826.0.1.3680043.8.498.76914908131203373740345988718674850939,4ed331bfb36ad0dcb252eed64ce60932,4
1.2.826.0.1.3680043.8.498.76950154099427419631807259601983648254,fb224235efdd370b01eaa8709a13cf15,3
1.2.826.0.1.3680043.8.498.76993922254007307143291254174266755701,1179637495e576d7797950b581a96c8f,0
1.2.826.0.1.3680043.8.498.77018355356797290743788712046815540223,75a187a79d11a5c2b4e894b7a2468def,1
1.2.826.0.1.3680043.8.498.77037121474756969001683126693104350509,b0b60aad78a4fa07e87b8bbe9405f2be,2
1.2.826.0.1.3680043.8.498.77058587552329832558354544874120592826,572c0563db1aef60a4d4d35d2fde2b92,1
1.2.826.0.1.3680043.8.498.77060858802024387619459645469871885412,d936ca3140acec9c8ed29fa1f764a32e,4
1.2.826.0.1.3680043.8.498.77061877382110597010150770981465581536,29504ed0a336758acc67b2d89ef4efaf,3
1.2.826.0.1.3680043.8.498.77150650601457686196626648868552167695,b3d0dd21a69b0e44b7de2ce0e5538876,0
1.2.826.0.1.3680043.8.498.77155817997584903787597001328868124855,55841f3dfb1874088a48bb8919ea44a6,3
1.2.826.0.1.3680043.8.498.77164129615096222757740198026718214733,ab2737d5ee092f565bbc11da144d3d22,1
1.2.826.0.1.3680043.8.498.77183368292104509335580564463404842046,4642e9bbf938d8adcadae44f20bb471f,4
1.2.826.0.1.3680043.8.498.77215476384973989055525592556183934827,3ce15ae517155c288711e8b5e24ea324,1
1.2.826.0.1.3680043.8.498.77244685031928454051409193776790348219,ec865ac5e071c09bc199e309cfa087a3,3
1.2.826.0.1.3680043.8.498.77261014467268552758826551926128217025,7183d4d2ea56ead5ce5d051a59d1370a,3
1.2.826.0.1.3680043.8.498.77274115607096351160296319533007121044,97bc5cf823c202e31e51ca6e8a39b617,1
1.2.826.0.1.3680043.8.498.77283213969268676660453937180363826917,a93b068676763f7e0f250a61440854de,3
1.2.826.0.1.3680043.8.498.77283634197289382453511269950488893300,bdd37ec49fba461b9a06644120d20269,0
1.2.826.0.1.3680043.8.498.77290477043075828139630734968573461136,2ec9be1da0bcc03ed34cd9708a6e4b22,1
1.2.826.0.1.3680043.8.498.77299727102400166279263320763707637485,390af91cbda44b0024e6c9cac39d3751,3
1.2.826.0.1.3680043.8.498.77306755058630855443644908572157134062,587038bae04e664510984c902cd20398,3
1.2.826.0.1.3680043.8.498.77319661699409997424800377883567027839,37106739dd7f25b9086dd1a7303aa88c,4
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,fad3e4f5c2292a17fdc482a799c39a85,1
1.2.826.0.1.3680043.8.498.77370119801633353780677378448761665685,a51b67bb3922419bc7581b0037df55ed,4
1.2.826.0.1.3680043.8.498.77378803863827312829317008636359414012,9c5424ddd3afb797dfef7c33e4ab7781,4
1.2.826.0.1.3680043.8.498.77391801789875882109036004511558148658,34d6eac88f6e3f4f18d2b651cc1e2495,0
1.2.826.0.1.3680043.8.498.77416382267531567401698555072875486512,0e147cce32f44358787322eba77efabf,3
1.2.826.0.1.3680043.8.498.77421709644087006134426085284321515809,5417f5a6fa27d453424b10b195e82ec2,4
1.2.826.0.1.3680043.8.498.77433065090757862487482575794398458402,49276c3e960d74af6a01660fe3cfb08e,4
1.2.826.0.1.3680043.8.498.77442647074650043391818472068835112806,91ae2c741a3f2b3edcc42ebc40fc27cc,4
1.2.826.0.1.3680043.8.498.77498121906981512168120474112422492971,f17e2d15fe468021de6b1862308bb48f,4
1.2.826.0.1.3680043.8.498.77508762938574470575737016745357126587,87c217bfe68697fb3a81e19ff48d7b8f,4
1.2.826.0.1.3680043.8.498.77513348456432770689938407624768928320,4a13fa856d27ef397eb319b1f238abb9,0
1.2.826.0.1.3680043.8.498.77524507552350448792970399203131998592,c7cc84cc83b4560b83b43a120d34cf8b,0
1.2.826.0.1.3680043.8.498.77541648519018799027301684184453151471,2a560c85d8ffe183ff9482069bf6d289,2
1.2.826.0.1.3680043.8.498.77546769004367585830455474984769277713,7745e1b9a60707dba623a54a265f126d,3
1.2.826.0.1.3680043.8.498.77577135626047243581253857225991426727,75ca2b46f0f0679df2fe00e1ee3aba68,1
1.2.826.0.1.3680043.8.498.77584925163022886785284486387921312146,368604708b40b6b97e8c482bd57197b9,4
1.2.826.0.1.3680043.8.498.77593859518024366170735307975173961777,0632348937b5c95c74ffb9c1c986dfb1,0
1.2.826.0.1.3680043.8.498.77611073647079414772859496272387571059,a3b03b5a0774f47fce9a79d2c30a7d73,0
1.2.826.0.1.3680043.8.498.77626578713099735143745396709359607445,5c695596fbd859368c033978b960ce66,4
1.2.826.0.1.3680043.8.498.77628479664122209492622263818114972176,e1a69eda89fad134d37ff90107837794,3
1.2.826.0.1.3680043.8.498.77716260980321491689913730053309892120,48381be85ec7dacea4e79fdf7ac931b0,4
1.2.826.0.1.3680043.8.498.77735690782343511872544703464260892488,08e5b261b21216d471dbec1a16687c8e,1
1.2.826.0.1.3680043.8.498.77740672313593763051900703940745812581,210103b4b3d615f9ec0ecaa3b1af6587,1
1.2.826.0.1.3680043.8.498.77753753872601674668756777373761660873,2182fa70fa62fb8246829117e2ec0ae0,4
1.2.826.0.1.3680043.8.498.77760453966349959552328150395676117417,c0fb6391d46235084ecada0896075152,4
1.2.826.0.1.3680043.8.498.77800740811302686332282410929816056283,ce86e519ff7fd4234c7310da9894ac51,3
1.2.826.0.1.3680043.8.498.77801860555102174958520570751272642387,a4926ba2e34dd3667a1abf89d43c5e57,1
1.2.826.0.1.3680043.8.498.77823946901144772346251781172043480398,2a556bd3853a422118d5e9cab6ded3d2,0
1.2.826.0.1.3680043.8.498.77843765997593346714211135369376676497,5e31228c1a9044442e0beb788afdae37,2
1.2.826.0.1.3680043.8.498.77889800516853576877948593628420228178,43ee152fe269025f05e7d3bb51dd4a44,2
1.2.826.0.1.3680043.8.498.77893704208186903913532950495036889026,3cc8d3f66778032653dbfa889a0da5f7,2
1.2.826.0.1.3680043.8.498.77911973519830915742655727368286737079,4b2b7c124ef28b39cc72d40b8e55b496,1
1.2.826.0.1.3680043.8.498.77933128806366660573360274958258917742,329fc7eb2d6d8803501593d17690da1a,4
1.2.826.0.1.3680043.8.498.78003548255041391467292087330671945247,a8757341a9183d6c8ecd7271b3dfb84e,0
1.2.826.0.1.3680043.8.498.78012314847102407375138809615977711653,147e87fd1227ba326fcf0f66261f0910,0
1.2.826.0.1.3680043.8.498.78072765790191594685273447833272737429,ee91f208d489057d3fd30dee1bd5021a,0
1.2.826.0.1.3680043.8.498.78079900750417018394321006978343945239,0b74793b4cb37e652c6f12a9e561a8b5,3
1.2.826.0.1.3680043.8.498.78083057157844664959843364584162587026,e10cb25b976b436528d6c01e583d7765,3
1.2.826.0.1.3680043.8.498.78084594560404633421210837175859618437,c0448fd7700b2728c8ffe4780093a87e,4
1.2.826.0.1.3680043.8.498.78119223228067919465880137763593966456,7643b59487d9cabb126ce7b1e5bbeb24,3
1.2.826.0.1.3680043.8.498.78188863861812651079751164964756388411,504d34ecc17b3bf16a5902ddd417a7da,2
1.2.826.0.1.3680043.8.498.78198993378521219839327914679211902952,4a6b48f68c9c18b7e3321491039d175b,3
1.2.826.0.1.3680043.8.498.78236036694398253902871510456985685293,75d40ca3e53c5becb25ff9320e51ee34,4
1.2.826.0.1.3680043.8.498.78238394512811614973689011297363399053,53008f088669aee55e07754f76087f6d,2
1.2.826.0.1.3680043.8.498.78282552802075313852355443512555224586,7f4d964319cdc713d57ed51aa082c556,1
1.2.826.0.1.3680043.8.498.78286395605671977872377352305890466464,9092032dacc562a562e4209f3ed9c668,2
1.2.826.0.1.3680043.8.498.78296478954955171036523274995555716268,ba6d0a22f391f5b247cfae9de967d19c,4
1.2.826.0.1.3680043.8.498.78420763928408680447797586163977368190,6a76004f5623a44bb00c47af070b8283,2
1.2.826.0.1.3680043.8.498.78465765647012043478539489340002371960,058e2c60b638618829019d61e12a0d47,0
1.2.826.0.1.3680043.8.498.78475145549489837635803968565380247517,604ef8b7903ccf1364e6179b427cc5b8,0
1.2.826.0.1.3680043.8.498.78476873086705419136436170130940915568,4086e0c2a486d1b56aaa06827e3e02da,2
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,e69135b82a10b8ad9cbacc1a747c7390,3
1.2.826.0.1.3680043.8.498.78521396404736679127326025240279747196,2432f5d8ebd5fbc110c1a8b09d4f59c5,2
1.2.826.0.1.3680043.8.498.78574437345603052437892513165832297960,64fb8df77eadeccb7d45412150f56b9f,0
1.2.826.0.1.3680043.8.498.78646473961447523033955716877524794707,8adb192630351997a761ed7506100957,3
1.2.826.0.1.3680043.8.498.78657055734742806687703707756153505756,39d710c518bff1a4eb83e4c369efec8d,4
1.2.826.0.1.3680043.8.498.78667999747216717251638754803697959701,d89238ae2582a6d2237913293cc38d96,1
1.2.826.0.1.3680043.8.498.78674598286586525734293563394409166190,6ddf45936a91539e63c7db778ec07881,3
1.2.826.0.1.3680043.8.498.78685661415919658264222803849222055515,24b9e50e2e2b2ab8a69581bca780fe42,2
1.2.826.0.1.3680043.8.498.78757011872917563830995996191850541453,d39ffde4bf92d0935b8c44a616ade6fe,1
1.2.826.0.1.3680043.8.498.78765525474890094481249498938657540052,fd5e433657b46bcc9ddf74b864b0cd7b,2
1.2.826.0.1.3680043.8.498.78800983923143929298359366572020370031,a31b335f38ad1b9b565c9048783509a0,3
1.2.826.0.1.3680043.8.498.78808320605816811006382053060951793555,945db9d3c80db6ef0ab54c0e3ff49506,4
1.2.826.0.1.3680043.8.498.78812661021494224637586904573732040856,64245e58c6ee2897ce9dc51b172c0342,3
1.2.826.0.1.3680043.8.498.78853931928960361455025737444267199231,ec38a5455b40cdb12931719263982ab5,2
1.2.826.0.1.3680043.8.498.78968420394708302953391711477016139949,9488c70d06225504628e2fd5bd2e5f84,1
1.2.826.0.1.3680043.8.498.78972123731732056524948076388825106061,1f22a40530a9d24a35fef07547fd7e63,4
1.2.826.0.1.3680043.8.498.79021499290691125513421477204330532755,098133e8dd9bbe392801f8a522d7908a,4
1.2.826.0.1.3680043.8.498.79038153803632889185429988483097161887,67e51ce6026d0b78929cb5bb1525e341,4
1.2.826.0.1.3680043.8.498.79077219037094025366585138112899760966,70c8b2b3538768e24639b6a8bb734b33,0
1.2.826.0.1.3680043.8.498.79080521163097116147379189510104170611,6c0fef66ddacfe5662bbc72ffa7f8df0,3
1.2.826.0.1.3680043.8.498.79087227780630716132147615846840128474,a80e41d7609b706a51bc7ee0d9fd92c1,3
1.2.826.0.1.3680043.8.498.79117047831806895544174734229992359986,261c7adab6e5117e9b444bb226abf58d,3
1.2.826.0.1.3680043.8.498.79122189963582241618519333445055548347,6eb4b30b5f471d60951e4d46d3cdcf7d,0
1.2.826.0.1.3680043.8.498.79165531588966776246377098630025444815,4e91057740585adbc7395a9eea05e3c2,1
1.2.826.0.1.3680043.8.498.79224785668205420138951103045759609475,85110491bed0cbfc5906f7ea3935fedb,1
1.2.826.0.1.3680043.8.498.79225094031423353857449795712402404317,83054728fb1fcab9f9327c75faaebb48,0
1.2.826.0.1.3680043.8.498.79245771997885598399203314109623928718,0c654589edc3cc6751980c3bdefefe0d,0
1.2.826.0.1.3680043.8.498.79247871688929479411597859576284194165,c69ac7982fdfdc885f0149c2b1af945b,3
1.2.826.0.1.3680043.8.498.79258497507223824227830886693749460348,95d6bfaac98edf8860d234482d2d8a2b,1
1.2.826.0.1.3680043.8.498.79267465462008228906382361587050826784,f3f3f30ae5a2aa5b9aa78452763ecca9,3
